lang,seed,split,uid
sun,42,train,sun_00114
sun,42,train,sun_00115
sun,42,train,sun_00117
sun,42,train,sun_00118
sun,42,train,sun_00119
sun,42,train,sun_00120
sun,42,train,sun_00121
sun,42,train,sun_00122
sun,42,train,sun_00125
sun,42,train,sun_00128
sun,42,train,sun_00130
sun,42,train,sun_00132
sun,42,train,sun_00134
sun,42,train,sun_00135
sun,42,train,sun_00136
sun,42,train,sun_00137
sun,42,train,sun_00138
sun,42,train,sun_00139
sun,42,train,sun_00141
sun,42,train,sun_00142
sun,42,train,sun_00144
sun,42,train,sun_00145
sun,42,train,sun_00147
sun,42,train,sun_00148
sun,42,train,sun_00149
sun,42,train,sun_00151
sun,42,train,sun_00152
sun,42,train,sun_00153
sun,42,train,sun_00154
sun,42,train,sun_00156
sun,42,train,sun_00157
sun,42,train,sun_00158
sun,42,train,sun_00162
sun,42,train,sun_00163
sun,42,train,sun_00164
sun,42,train,sun_00165
sun,42,train,sun_00167
sun,42,train,sun_00168
sun,42,train,sun_00169
sun,42,train,sun_00174
sun,42,train,sun_00176
sun,42,train,sun_00177
sun,42,train,sun_00178
sun,42,train,sun_00181
sun,42,train,sun_00183
sun,42,train,sun_00184
sun,42,train,sun_00185
sun,42,train,sun_00186
sun,42,train,sun_00190
sun,42,train,sun_00192
sun,42,train,sun_00196
sun,42,train,sun_00197
sun,42,train,sun_00198
sun,42,train,sun_00199
sun,42,train,sun_00204
sun,42,train,sun_00205
sun,42,train,sun_00206
sun,42,train,sun_00207
sun,42,train,sun_00208
sun,42,train,sun_00209
sun,42,train,sun_00210
sun,42,train,sun_00213
sun,42,train,sun_00214
sun,42,train,sun_00215
sun,42,train,sun_00216
sun,42,train,sun_00218
sun,42,train,sun_00219
sun,42,train,sun_00220
sun,42,train,sun_00227
sun,42,train,sun_00229
sun,42,train,sun_00231
sun,42,train,sun_00232
sun,42,train,sun_00233
sun,42,train,sun_00234
sun,42,train,sun_00238
sun,42,train,sun_00239
sun,42,train,sun_00240
sun,42,train,sun_00242
sun,42,train,sun_00243
sun,42,train,sun_00244
sun,42,train,sun_00246
sun,42,train,sun_00247
sun,42,train,sun_00248
sun,42,train,sun_00249
sun,42,train,sun_00250
sun,42,train,sun_00252
sun,42,train,sun_00254
sun,42,train,sun_00256
sun,42,train,sun_00257
sun,42,train,sun_00260
sun,42,train,sun_00261
sun,42,train,sun_00262
sun,42,train,sun_00265
sun,42,train,sun_00269
sun,42,train,sun_00270
sun,42,train,sun_00271
sun,42,train,sun_00273
sun,42,train,sun_00274
sun,42,train,sun_00275
sun,42,train,sun_00276
sun,42,train,sun_00277
sun,42,train,sun_00279
sun,42,train,sun_00280
sun,42,train,sun_00282
sun,42,train,sun_00283
sun,42,train,sun_00284
sun,42,train,sun_00286
sun,42,train,sun_00287
sun,42,train,sun_00288
sun,42,train,sun_00289
sun,42,train,sun_00290
sun,42,train,sun_00291
sun,42,train,sun_00292
sun,42,train,sun_00294
sun,42,train,sun_00296
sun,42,train,sun_00297
sun,42,train,sun_00298
sun,42,train,sun_00299
sun,42,train,sun_00303
sun,42,train,sun_00305
sun,42,train,sun_00306
sun,42,train,sun_00308
sun,42,train,sun_00309
sun,42,train,sun_00314
sun,42,train,sun_00315
sun,42,train,sun_00316
sun,42,train,sun_00318
sun,42,train,sun_00319
sun,42,train,sun_00320
sun,42,train,sun_00321
sun,42,train,sun_00323
sun,42,train,sun_00324
sun,42,train,sun_00327
sun,42,train,sun_00328
sun,42,train,sun_00329
sun,42,train,sun_00330
sun,42,train,sun_00331
sun,42,train,sun_00332
sun,42,train,sun_00333
sun,42,train,sun_00334
sun,42,train,sun_00335
sun,42,train,sun_00336
sun,42,train,sun_00338
sun,42,train,sun_00339
sun,42,train,sun_00342
sun,42,train,sun_00344
sun,42,train,sun_00346
sun,42,train,sun_00347
sun,42,train,sun_00348
sun,42,train,sun_00349
sun,42,train,sun_00351
sun,42,train,sun_00352
sun,42,train,sun_00353
sun,42,train,sun_00354
sun,42,train,sun_00355
sun,42,train,sun_00356
sun,42,train,sun_00359
sun,42,train,sun_00361
sun,42,train,sun_00362
sun,42,train,sun_00363
sun,42,train,sun_00366
sun,42,train,sun_00367
sun,42,train,sun_00368
sun,42,train,sun_00371
sun,42,train,sun_00373
sun,42,train,sun_00374
sun,42,train,sun_00376
sun,42,train,sun_00377
sun,42,train,sun_00380
sun,42,train,sun_00381
sun,42,train,sun_00382
sun,42,train,sun_00383
sun,42,train,sun_00386
sun,42,train,sun_00387
sun,42,train,sun_00388
sun,42,train,sun_00390
sun,42,train,sun_00391
sun,42,train,sun_00394
sun,42,train,sun_00395
sun,42,train,sun_00397
sun,42,train,sun_00398
sun,42,train,sun_00401
sun,42,train,sun_00404
sun,42,train,sun_00405
sun,42,train,sun_00406
sun,42,train,sun_00408
sun,42,train,sun_00409
sun,42,train,sun_00411
sun,42,train,sun_00413
sun,42,train,sun_00419
sun,42,train,sun_00420
sun,42,train,sun_00422
sun,42,train,sun_00423
sun,42,train,sun_00424
sun,42,train,sun_00425
sun,42,train,sun_00427
sun,42,train,sun_00428
sun,42,train,sun_00429
sun,42,train,sun_00430
sun,42,train,sun_00431
sun,42,train,sun_00432
sun,42,train,sun_00433
sun,42,train,sun_00434
sun,42,train,sun_00435
sun,42,train,sun_00436
sun,42,train,sun_00439
sun,42,train,sun_00440
sun,42,train,sun_00441
sun,42,train,sun_00442
sun,42,train,sun_00445
sun,42,train,sun_00446
sun,42,train,sun_00447
sun,42,train,sun_00448
sun,42,train,sun_00449
sun,42,train,sun_00451
sun,42,train,sun_00453
sun,42,train,sun_00454
sun,42,train,sun_00455
sun,42,train,sun_00456
sun,42,train,sun_00458
sun,42,train,sun_00462
sun,42,train,sun_00463
sun,42,train,sun_00464
sun,42,train,sun_00465
sun,42,train,sun_00466
sun,42,train,sun_00467
sun,42,train,sun_00469
sun,42,train,sun_00470
sun,42,train,sun_00473
sun,42,train,sun_00474
sun,42,train,sun_00478
sun,42,train,sun_00479
sun,42,train,sun_00480
sun,42,train,sun_00481
sun,42,train,sun_00483
sun,42,train,sun_00484
sun,42,train,sun_00485
sun,42,train,sun_00486
sun,42,train,sun_00487
sun,42,train,sun_00488
sun,42,train,sun_00491
sun,42,train,sun_00493
sun,42,train,sun_00494
sun,42,train,sun_00496
sun,42,train,sun_00497
sun,42,train,sun_00498
sun,42,train,sun_00499
sun,42,train,sun_00501
sun,42,train,sun_00503
sun,42,train,sun_00504
sun,42,train,sun_00505
sun,42,train,sun_00506
sun,42,train,sun_00507
sun,42,train,sun_00508
sun,42,train,sun_00512
sun,42,train,sun_00513
sun,42,train,sun_00514
sun,42,train,sun_00519
sun,42,train,sun_00520
sun,42,train,sun_00522
sun,42,train,sun_00523
sun,42,train,sun_00525
sun,42,train,sun_00526
sun,42,train,sun_00531
sun,42,train,sun_00532
sun,42,train,sun_00534
sun,42,train,sun_00535
sun,42,train,sun_00536
sun,42,train,sun_00537
sun,42,train,sun_00538
sun,42,train,sun_00539
sun,42,train,sun_00541
sun,42,train,sun_00542
sun,42,train,sun_00543
sun,42,train,sun_00544
sun,42,train,sun_00546
sun,42,train,sun_00548
sun,42,train,sun_00549
sun,42,train,sun_00550
sun,42,train,sun_00552
sun,42,train,sun_00553
sun,42,train,sun_00555
sun,42,train,sun_00556
sun,42,train,sun_00558
sun,42,train,sun_00560
sun,42,train,sun_00561
sun,42,train,sun_00563
sun,42,train,sun_00565
sun,42,train,sun_00566
sun,42,train,sun_00567
sun,42,train,sun_00568
sun,42,train,sun_00570
sun,42,train,sun_00571
sun,42,train,sun_00572
sun,42,train,sun_00573
sun,42,train,sun_00575
sun,42,train,sun_00576
sun,42,train,sun_00578
sun,42,train,sun_00579
sun,42,train,sun_00581
sun,42,train,sun_00582
sun,42,train,sun_00583
sun,42,train,sun_00584
sun,42,train,sun_00585
sun,42,train,sun_00586
sun,42,train,sun_00587
sun,42,train,sun_00589
sun,42,train,sun_00590
sun,42,train,sun_00592
sun,42,train,sun_00593
sun,42,train,sun_00594
sun,42,train,sun_00595
sun,42,train,sun_00597
sun,42,train,sun_00601
sun,42,train,sun_00602
sun,42,train,sun_00603
sun,42,train,sun_00604
sun,42,train,sun_00605
sun,42,train,sun_00606
sun,42,train,sun_00607
sun,42,train,sun_00610
sun,42,train,sun_00611
sun,42,train,sun_00612
sun,42,train,sun_00614
sun,42,train,sun_00615
sun,42,train,sun_00616
sun,42,train,sun_00617
sun,42,train,sun_00618
sun,42,train,sun_00620
sun,42,train,sun_00622
sun,42,train,sun_00626
sun,42,train,sun_00627
sun,42,train,sun_00628
sun,42,train,sun_00629
sun,42,train,sun_00630
sun,42,train,sun_00631
sun,42,train,sun_00634
sun,42,train,sun_00635
sun,42,train,sun_00637
sun,42,train,sun_00640
sun,42,train,sun_00642
sun,42,train,sun_00643
sun,42,train,sun_00644
sun,42,train,sun_00648
sun,42,train,sun_00650
sun,42,train,sun_00651
sun,42,train,sun_00652
sun,42,train,sun_00654
sun,42,train,sun_00655
sun,42,train,sun_00657
sun,42,train,sun_00661
sun,42,train,sun_00663
sun,42,train,sun_00664
sun,42,train,sun_00665
sun,42,train,sun_00666
sun,42,train,sun_00667
sun,42,train,sun_00668
sun,42,train,sun_00670
sun,42,train,sun_00673
sun,42,train,sun_00674
sun,42,train,sun_00675
sun,42,train,sun_00676
sun,42,train,sun_00677
sun,42,train,sun_00678
sun,42,train,sun_00679
sun,42,train,sun_00681
sun,42,train,sun_00682
sun,42,train,sun_00683
sun,42,train,sun_00684
sun,42,train,sun_00687
sun,42,train,sun_00688
sun,42,train,sun_00689
sun,42,train,sun_00691
sun,42,train,sun_00692
sun,42,train,sun_00694
sun,42,train,sun_00695
sun,42,train,sun_00698
sun,42,train,sun_00699
sun,42,train,sun_00700
sun,42,train,sun_00705
sun,42,train,sun_00707
sun,42,train,sun_00709
sun,42,train,sun_00710
sun,42,train,sun_00711
sun,42,train,sun_00712
sun,42,train,sun_00713
sun,42,train,sun_00714
sun,42,train,sun_00716
sun,42,train,sun_00717
sun,42,train,sun_00719
sun,42,train,sun_00720
sun,42,train,sun_00721
sun,42,train,sun_00722
sun,42,train,sun_00723
sun,42,train,sun_00724
sun,42,train,sun_00725
sun,42,train,sun_00726
sun,42,train,sun_00727
sun,42,train,sun_00728
sun,42,train,sun_00729
sun,42,train,sun_00732
sun,42,train,sun_00734
sun,42,train,sun_00737
sun,42,train,sun_00738
sun,42,train,sun_00739
sun,42,train,sun_00740
sun,42,train,sun_00741
sun,42,train,sun_00743
sun,42,train,sun_00745
sun,42,train,sun_00746
sun,42,train,sun_00748
sun,42,train,sun_00752
sun,42,train,sun_00753
sun,42,train,sun_00754
sun,42,train,sun_00756
sun,42,train,sun_00757
sun,42,train,sun_00759
sun,42,train,sun_00760
sun,42,train,sun_00761
sun,42,train,sun_00764
sun,42,train,sun_00767
sun,42,train,sun_00768
sun,42,train,sun_00770
sun,42,train,sun_00771
sun,42,train,sun_00772
sun,42,train,sun_00774
sun,42,train,sun_00776
sun,42,train,sun_00777
sun,42,train,sun_00779
sun,42,train,sun_00781
sun,42,train,sun_00782
sun,42,train,sun_00783
sun,42,train,sun_00784
sun,42,train,sun_00785
sun,42,train,sun_00786
sun,42,train,sun_00788
sun,42,train,sun_00790
sun,42,train,sun_00792
sun,42,train,sun_00796
sun,42,train,sun_00797
sun,42,train,sun_00799
sun,42,train,sun_00801
sun,42,train,sun_00802
sun,42,train,sun_00803
sun,42,train,sun_00804
sun,42,train,sun_00806
sun,42,train,sun_00807
sun,42,train,sun_00808
sun,42,train,sun_00809
sun,42,train,sun_00810
sun,42,train,sun_00811
sun,42,train,sun_00812
sun,42,train,sun_00813
sun,42,train,sun_00815
sun,42,train,sun_00816
sun,42,train,sun_00817
sun,42,train,sun_00820
sun,42,train,sun_00823
sun,42,train,sun_00824
sun,42,train,sun_00825
sun,42,train,sun_00830
sun,42,train,sun_00831
sun,42,train,sun_00832
sun,42,train,sun_00835
sun,42,train,sun_00838
sun,42,train,sun_00841
sun,42,train,sun_00842
sun,42,train,sun_00843
sun,42,train,sun_00844
sun,42,train,sun_00845
sun,42,train,sun_00848
sun,42,train,sun_00850
sun,42,train,sun_00852
sun,42,train,sun_00853
sun,42,train,sun_00854
sun,42,train,sun_00855
sun,42,train,sun_00858
sun,42,train,sun_00859
sun,42,train,sun_00860
sun,42,train,sun_00862
sun,42,train,sun_00863
sun,42,train,sun_00864
sun,42,train,sun_00868
sun,42,train,sun_00869
sun,42,train,sun_00873
sun,42,train,sun_00874
sun,42,train,sun_00875
sun,42,train,sun_00877
sun,42,train,sun_00878
sun,42,train,sun_00879
sun,42,train,sun_00880
sun,42,train,sun_00881
sun,42,train,sun_00884
sun,42,train,sun_00885
sun,42,train,sun_00886
sun,42,train,sun_00887
sun,42,train,sun_00888
sun,42,train,sun_00889
sun,42,train,sun_00890
sun,42,train,sun_00891
sun,42,train,sun_00893
sun,42,train,sun_00894
sun,42,train,sun_00895
sun,42,train,sun_00896
sun,42,train,sun_00897
sun,42,train,sun_00900
sun,42,train,sun_00902
sun,42,train,sun_00903
sun,42,train,sun_00904
sun,42,train,sun_00906
sun,42,train,sun_00907
sun,42,train,sun_00908
sun,42,train,sun_00909
sun,42,train,sun_00910
sun,42,train,sun_00912
sun,42,train,sun_00913
sun,42,train,sun_00914
sun,42,train,sun_00915
sun,42,train,sun_00917
sun,42,train,sun_00919
sun,42,train,sun_00920
sun,42,train,sun_00921
sun,42,train,sun_00922
sun,42,train,sun_00923
sun,42,train,sun_00926
sun,42,train,sun_00927
sun,42,train,sun_00928
sun,42,train,sun_00929
sun,42,train,sun_00930
sun,42,train,sun_00931
sun,42,train,sun_00933
sun,42,train,sun_00934
sun,42,train,sun_00935
sun,42,train,sun_00938
sun,42,train,sun_00939
sun,42,train,sun_00941
sun,42,train,sun_00942
sun,42,train,sun_00944
sun,42,train,sun_00947
sun,42,train,sun_00948
sun,42,train,sun_00949
sun,42,train,sun_00950
sun,42,train,sun_00951
sun,42,train,sun_00953
sun,42,train,sun_00954
sun,42,train,sun_00955
sun,42,train,sun_00956
sun,42,train,sun_00957
sun,42,train,sun_00961
sun,42,train,sun_00964
sun,42,train,sun_00966
sun,42,train,sun_00967
sun,42,train,sun_00968
sun,42,train,sun_00971
sun,42,train,sun_00973
sun,42,train,sun_00974
sun,42,train,sun_00975
sun,42,train,sun_00976
sun,42,train,sun_00977
sun,42,train,sun_00979
sun,42,train,sun_00980
sun,42,train,sun_00981
sun,42,train,sun_00983
sun,42,train,sun_00984
sun,42,train,sun_00985
sun,42,train,sun_00986
sun,42,train,sun_00987
sun,42,train,sun_00988
sun,42,train,sun_00992
sun,42,train,sun_00993
sun,42,train,sun_00994
sun,42,train,sun_00998
sun,42,train,sun_00999
sun,42,train,sun_01001
sun,42,train,sun_01003
sun,42,train,sun_01004
sun,42,train,sun_01005
sun,42,train,sun_01006
sun,42,train,sun_01009
sun,42,train,sun_01010
sun,42,train,sun_01012
sun,42,train,sun_01013
sun,42,train,sun_01016
sun,42,train,sun_01018
sun,42,train,sun_01020
sun,42,train,sun_01023
sun,42,train,sun_01024
sun,42,train,sun_01026
sun,42,train,sun_01028
sun,42,train,sun_01029
sun,42,train,sun_01031
sun,42,train,sun_01032
sun,42,train,sun_01033
sun,42,train,sun_01034
sun,42,train,sun_01036
sun,42,train,sun_01037
sun,42,train,sun_01039
sun,42,train,sun_01045
sun,42,train,sun_01048
sun,42,train,sun_01051
sun,42,train,sun_01053
sun,42,train,sun_01055
sun,42,train,sun_01056
sun,42,train,sun_01059
sun,42,train,sun_01060
sun,42,train,sun_01062
sun,42,train,sun_01064
sun,42,train,sun_01065
sun,42,train,sun_01066
sun,42,train,sun_01067
sun,42,train,sun_01068
sun,42,train,sun_01070
sun,42,train,sun_01073
sun,42,train,sun_01074
sun,42,train,sun_01078
sun,42,train,sun_01079
sun,42,train,sun_01080
sun,42,train,sun_01081
sun,42,train,sun_01082
sun,42,train,sun_01083
sun,42,train,sun_01085
sun,42,train,sun_01087
sun,42,train,sun_01088
sun,42,train,sun_01089
sun,42,train,sun_01090
sun,42,train,sun_01091
sun,42,train,sun_01092
sun,42,train,sun_01093
sun,42,train,sun_01097
sun,42,train,sun_01098
sun,42,train,sun_01100
sun,42,train,sun_01101
sun,42,train,sun_01103
sun,42,train,sun_01104
sun,42,train,sun_01107
sun,42,train,sun_01109
sun,42,train,sun_01112
sun,42,train,sun_01114
sun,42,train,sun_01115
sun,42,train,sun_01116
sun,42,train,sun_01118
sun,42,train,sun_01120
sun,42,train,sun_01121
sun,42,train,sun_01122
sun,42,val,sun_00018
sun,42,val,sun_00021
sun,42,val,sun_00033
sun,42,val,sun_00041
sun,42,val,sun_00046
sun,42,val,sun_00050
sun,42,val,sun_00052
sun,42,val,sun_00057
sun,42,val,sun_00090
sun,42,val,sun_00091
sun,42,val,sun_00093
sun,42,val,sun_00098
sun,42,val,sun_00105
sun,42,val,sun_00124
sun,42,val,sun_00140
sun,42,val,sun_00143
sun,42,val,sun_00155
sun,42,val,sun_00160
sun,42,val,sun_00171
sun,42,val,sun_00173
sun,42,val,sun_00175
sun,42,val,sun_00180
sun,42,val,sun_00194
sun,42,val,sun_00195
sun,42,val,sun_00200
sun,42,val,sun_00201
sun,42,val,sun_00202
sun,42,val,sun_00203
sun,42,val,sun_00221
sun,42,val,sun_00222
sun,42,val,sun_00223
sun,42,val,sun_00226
sun,42,val,sun_00230
sun,42,val,sun_00236
sun,42,val,sun_00241
sun,42,val,sun_00245
sun,42,val,sun_00253
sun,42,val,sun_00255
sun,42,val,sun_00258
sun,42,val,sun_00263
sun,42,val,sun_00267
sun,42,val,sun_00272
sun,42,val,sun_00278
sun,42,val,sun_00285
sun,42,val,sun_00295
sun,42,val,sun_00300
sun,42,val,sun_00311
sun,42,val,sun_00313
sun,42,val,sun_00317
sun,42,val,sun_00364
sun,42,val,sun_00365
sun,42,val,sun_00369
sun,42,val,sun_00384
sun,42,val,sun_00392
sun,42,val,sun_00399
sun,42,val,sun_00400
sun,42,val,sun_00412
sun,42,val,sun_00416
sun,42,val,sun_00418
sun,42,val,sun_00437
sun,42,val,sun_00438
sun,42,val,sun_00457
sun,42,val,sun_00471
sun,42,val,sun_00472
sun,42,val,sun_00489
sun,42,val,sun_00492
sun,42,val,sun_00502
sun,42,val,sun_00510
sun,42,val,sun_00511
sun,42,val,sun_00515
sun,42,val,sun_00516
sun,42,val,sun_00517
sun,42,val,sun_00521
sun,42,val,sun_00524
sun,42,val,sun_00528
sun,42,val,sun_00547
sun,42,val,sun_00551
sun,42,val,sun_00554
sun,42,val,sun_00557
sun,42,val,sun_00559
sun,42,val,sun_00569
sun,42,val,sun_00574
sun,42,val,sun_00591
sun,42,val,sun_00596
sun,42,val,sun_00598
sun,42,val,sun_00599
sun,42,val,sun_00600
sun,42,val,sun_00613
sun,42,val,sun_00624
sun,42,val,sun_00633
sun,42,val,sun_00646
sun,42,val,sun_00649
sun,42,val,sun_00653
sun,42,val,sun_00660
sun,42,val,sun_00669
sun,42,val,sun_00672
sun,42,val,sun_00680
sun,42,val,sun_00696
sun,42,val,sun_00697
sun,42,val,sun_00702
sun,42,val,sun_00703
sun,42,val,sun_00704
sun,42,val,sun_00715
sun,42,val,sun_00718
sun,42,val,sun_00736
sun,42,val,sun_00744
sun,42,val,sun_00751
sun,42,val,sun_00755
sun,42,val,sun_00765
sun,42,val,sun_00769
sun,42,val,sun_00778
sun,42,val,sun_00780
sun,42,val,sun_00787
sun,42,val,sun_00795
sun,42,val,sun_00798
sun,42,val,sun_00818
sun,42,val,sun_00819
sun,42,val,sun_00821
sun,42,val,sun_00826
sun,42,val,sun_00829
sun,42,val,sun_00833
sun,42,val,sun_00834
sun,42,val,sun_00836
sun,42,val,sun_00846
sun,42,val,sun_00847
sun,42,val,sun_00849
sun,42,val,sun_00851
sun,42,val,sun_00882
sun,42,val,sun_00883
sun,42,val,sun_00892
sun,42,val,sun_00898
sun,42,val,sun_00901
sun,42,val,sun_00905
sun,42,val,sun_00916
sun,42,val,sun_00918
sun,42,val,sun_00925
sun,42,val,sun_00940
sun,42,val,sun_00946
sun,42,val,sun_00958
sun,42,val,sun_00965
sun,42,val,sun_00969
sun,42,val,sun_00970
sun,42,val,sun_00978
sun,42,val,sun_00989
sun,42,val,sun_00991
sun,42,val,sun_00995
sun,42,val,sun_00997
sun,42,val,sun_01007
sun,42,val,sun_01011
sun,42,val,sun_01015
sun,42,val,sun_01017
sun,42,val,sun_01019
sun,42,val,sun_01022
sun,42,val,sun_01041
sun,42,val,sun_01042
sun,42,val,sun_01043
sun,42,val,sun_01047
sun,42,val,sun_01050
sun,42,val,sun_01063
sun,42,val,sun_01069
sun,42,val,sun_01077
sun,42,val,sun_01084
sun,42,val,sun_01099
sun,42,val,sun_01105
sun,42,val,sun_01106
sun,42,val,sun_01108
sun,42,val,sun_01117
sun,42,val,sun_01119
sun,42,test,sun_00000
sun,42,test,sun_00015
sun,42,test,sun_00029
sun,42,test,sun_00032
sun,42,test,sun_00040
sun,42,test,sun_00043
sun,42,test,sun_00053
sun,42,test,sun_00064
sun,42,test,sun_00068
sun,42,test,sun_00075
sun,42,test,sun_00077
sun,42,test,sun_00079
sun,42,test,sun_00082
sun,42,test,sun_00102
sun,42,test,sun_00111
sun,42,test,sun_00112
sun,42,test,sun_00116
sun,42,test,sun_00123
sun,42,test,sun_00126
sun,42,test,sun_00127
sun,42,test,sun_00129
sun,42,test,sun_00131
sun,42,test,sun_00133
sun,42,test,sun_00146
sun,42,test,sun_00150
sun,42,test,sun_00159
sun,42,test,sun_00161
sun,42,test,sun_00166
sun,42,test,sun_00170
sun,42,test,sun_00172
sun,42,test,sun_00179
sun,42,test,sun_00182
sun,42,test,sun_00187
sun,42,test,sun_00188
sun,42,test,sun_00189
sun,42,test,sun_00191
sun,42,test,sun_00193
sun,42,test,sun_00211
sun,42,test,sun_00212
sun,42,test,sun_00217
sun,42,test,sun_00224
sun,42,test,sun_00225
sun,42,test,sun_00228
sun,42,test,sun_00235
sun,42,test,sun_00237
sun,42,test,sun_00251
sun,42,test,sun_00259
sun,42,test,sun_00264
sun,42,test,sun_00266
sun,42,test,sun_00268
sun,42,test,sun_00281
sun,42,test,sun_00293
sun,42,test,sun_00301
sun,42,test,sun_00302
sun,42,test,sun_00304
sun,42,test,sun_00307
sun,42,test,sun_00310
sun,42,test,sun_00312
sun,42,test,sun_00322
sun,42,test,sun_00325
sun,42,test,sun_00326
sun,42,test,sun_00337
sun,42,test,sun_00340
sun,42,test,sun_00341
sun,42,test,sun_00343
sun,42,test,sun_00345
sun,42,test,sun_00350
sun,42,test,sun_00357
sun,42,test,sun_00358
sun,42,test,sun_00360
sun,42,test,sun_00370
sun,42,test,sun_00372
sun,42,test,sun_00375
sun,42,test,sun_00378
sun,42,test,sun_00379
sun,42,test,sun_00385
sun,42,test,sun_00389
sun,42,test,sun_00393
sun,42,test,sun_00396
sun,42,test,sun_00402
sun,42,test,sun_00403
sun,42,test,sun_00407
sun,42,test,sun_00410
sun,42,test,sun_00414
sun,42,test,sun_00415
sun,42,test,sun_00417
sun,42,test,sun_00421
sun,42,test,sun_00426
sun,42,test,sun_00443
sun,42,test,sun_00444
sun,42,test,sun_00450
sun,42,test,sun_00452
sun,42,test,sun_00459
sun,42,test,sun_00460
sun,42,test,sun_00461
sun,42,test,sun_00468
sun,42,test,sun_00475
sun,42,test,sun_00476
sun,42,test,sun_00477
sun,42,test,sun_00482
sun,42,test,sun_00490
sun,42,test,sun_00495
sun,42,test,sun_00500
sun,42,test,sun_00509
sun,42,test,sun_00518
sun,42,test,sun_00527
sun,42,test,sun_00529
sun,42,test,sun_00530
sun,42,test,sun_00533
sun,42,test,sun_00540
sun,42,test,sun_00545
sun,42,test,sun_00562
sun,42,test,sun_00564
sun,42,test,sun_00577
sun,42,test,sun_00580
sun,42,test,sun_00588
sun,42,test,sun_00608
sun,42,test,sun_00609
sun,42,test,sun_00619
sun,42,test,sun_00621
sun,42,test,sun_00623
sun,42,test,sun_00625
sun,42,test,sun_00632
sun,42,test,sun_00636
sun,42,test,sun_00638
sun,42,test,sun_00639
sun,42,test,sun_00641
sun,42,test,sun_00645
sun,42,test,sun_00647
sun,42,test,sun_00656
sun,42,test,sun_00658
sun,42,test,sun_00659
sun,42,test,sun_00662
sun,42,test,sun_00671
sun,42,test,sun_00685
sun,42,test,sun_00686
sun,42,test,sun_00690
sun,42,test,sun_00693
sun,42,test,sun_00701
sun,42,test,sun_00706
sun,42,test,sun_00708
sun,42,test,sun_00730
sun,42,test,sun_00731
sun,42,test,sun_00733
sun,42,test,sun_00735
sun,42,test,sun_00742
sun,42,test,sun_00747
sun,42,test,sun_00749
sun,42,test,sun_00750
sun,42,test,sun_00758
sun,42,test,sun_00762
sun,42,test,sun_00763
sun,42,test,sun_00766
sun,42,test,sun_00773
sun,42,test,sun_00775
sun,42,test,sun_00789
sun,42,test,sun_00791
sun,42,test,sun_00793
sun,42,test,sun_00794
sun,42,test,sun_00800
sun,42,test,sun_00805
sun,42,test,sun_00814
sun,42,test,sun_00822
sun,42,test,sun_00827
sun,42,test,sun_00828
sun,42,test,sun_00837
sun,42,test,sun_00839
sun,42,test,sun_00840
sun,42,test,sun_00856
sun,42,test,sun_00857
sun,42,test,sun_00861
sun,42,test,sun_00865
sun,42,test,sun_00866
sun,42,test,sun_00867
sun,42,test,sun_00870
sun,42,test,sun_00871
sun,42,test,sun_00872
sun,42,test,sun_00876
