seed,split,uid
42,train,tok_00573
42,train,tok_00575
42,train,tok_00576
42,train,tok_00579
42,train,tok_00580
42,train,tok_00581
42,train,tok_00583
42,train,tok_00587
42,train,tok_00589
42,train,tok_00591
42,train,tok_00593
42,train,tok_00594
42,train,tok_00595
42,train,tok_00596
42,train,tok_00599
42,train,tok_00600
42,train,tok_00602
42,train,tok_00603
42,train,tok_00604
42,train,tok_00606
42,train,tok_00607
42,train,tok_00610
42,train,tok_00611
42,train,tok_00613
42,train,tok_00614
42,train,tok_00615
42,train,tok_00616
42,train,tok_00617
42,train,tok_00618
42,train,tok_00619
42,train,tok_00621
42,train,tok_00623
42,train,tok_00624
42,train,tok_00626
42,train,tok_00627
42,train,tok_00629
42,train,tok_00632
42,train,tok_00633
42,train,tok_00634
42,train,tok_00637
42,train,tok_00644
42,train,tok_00645
42,train,tok_00647
42,train,tok_00648
42,train,tok_00649
42,train,tok_00650
42,train,tok_00651
42,train,tok_00652
42,train,tok_00653
42,train,tok_00657
42,train,tok_00661
42,train,tok_00662
42,train,tok_00664
42,train,tok_00665
42,train,tok_00668
42,train,tok_00669
42,train,tok_00671
42,train,tok_00674
42,train,tok_00675
42,train,tok_00676
42,train,tok_00677
42,train,tok_00678
42,train,tok_00679
42,train,tok_00680
42,train,tok_00684
42,train,tok_00685
42,train,tok_00686
42,train,tok_00691
42,train,tok_00692
42,train,tok_00693
42,train,tok_00695
42,train,tok_00696
42,train,tok_00697
42,train,tok_00700
42,train,tok_00701
42,train,tok_00702
42,train,tok_00704
42,train,tok_00705
42,train,tok_00708
42,train,tok_00709
42,train,tok_00711
42,train,tok_00712
42,train,tok_00713
42,train,tok_00714
42,train,tok_00715
42,train,tok_00717
42,train,tok_00718
42,train,tok_00720
42,train,tok_00721
42,train,tok_00723
42,train,tok_00724
42,train,tok_00728
42,train,tok_00729
42,train,tok_00730
42,train,tok_00731
42,train,tok_00732
42,train,tok_00733
42,train,tok_00734
42,train,tok_00735
42,train,tok_00737
42,train,tok_00741
42,train,tok_00742
42,train,tok_00743
42,train,tok_00744
42,train,tok_00745
42,train,tok_00747
42,train,tok_00749
42,train,tok_00750
42,train,tok_00751
42,train,tok_00752
42,train,tok_00754
42,train,tok_00755
42,train,tok_00757
42,train,tok_00758
42,train,tok_00761
42,train,tok_00762
42,train,tok_00763
42,train,tok_00764
42,train,tok_00766
42,train,tok_00767
42,train,tok_00768
42,train,tok_00769
42,train,tok_00770
42,train,tok_00771
42,train,tok_00773
42,train,tok_00774
42,train,tok_00775
42,train,tok_00780
42,train,tok_00781
42,train,tok_00782
42,train,tok_00783
42,train,tok_00786
42,train,tok_00787
42,train,tok_00788
42,train,tok_00789
42,train,tok_00790
42,train,tok_00791
42,train,tok_00792
42,train,tok_00794
42,train,tok_00795
42,train,tok_00796
42,train,tok_00797
42,train,tok_00798
42,train,tok_00799
42,train,tok_00800
42,train,tok_00801
42,train,tok_00802
42,train,tok_00803
42,train,tok_00806
42,train,tok_00807
42,train,tok_00808
42,train,tok_00809
42,train,tok_00810
42,train,tok_00811
42,train,tok_00812
42,train,tok_00813
42,train,tok_00814
42,train,tok_00815
42,train,tok_00816
42,train,tok_00817
42,train,tok_00818
42,train,tok_00819
42,train,tok_00820
42,train,tok_00821
42,train,tok_00822
42,train,tok_00823
42,train,tok_00824
42,train,tok_00826
42,train,tok_00827
42,train,tok_00828
42,train,tok_00829
42,train,tok_00830
42,train,tok_00832
42,train,tok_00834
42,train,tok_00835
42,train,tok_00836
42,train,tok_00839
42,train,tok_00840
42,train,tok_00841
42,train,tok_00842
42,train,tok_00843
42,train,tok_00844
42,train,tok_00846
42,train,tok_00847
42,train,tok_00848
42,train,tok_00851
42,train,tok_00852
42,train,tok_00853
42,train,tok_00856
42,train,tok_00857
42,train,tok_00858
42,train,tok_00859
42,train,tok_00860
42,train,tok_00861
42,train,tok_00862
42,train,tok_00863
42,train,tok_00865
42,train,tok_00866
42,train,tok_00867
42,train,tok_00868
42,train,tok_00869
42,train,tok_00870
42,train,tok_00871
42,train,tok_00876
42,train,tok_00877
42,train,tok_00879
42,train,tok_00882
42,train,tok_00883
42,train,tok_00884
42,train,tok_00885
42,train,tok_00887
42,train,tok_00888
42,train,tok_00889
42,train,tok_00891
42,train,tok_00892
42,train,tok_00893
42,train,tok_00894
42,train,tok_00895
42,train,tok_00896
42,train,tok_00897
42,train,tok_00898
42,train,tok_00899
42,train,tok_00900
42,train,tok_00901
42,train,tok_00902
42,train,tok_00904
42,train,tok_00905
42,train,tok_00908
42,train,tok_00910
42,train,tok_00912
42,train,tok_00913
42,train,tok_00914
42,train,tok_00915
42,train,tok_00916
42,train,tok_00919
42,train,tok_00920
42,train,tok_00926
42,train,tok_00927
42,train,tok_00928
42,train,tok_00929
42,train,tok_00930
42,train,tok_00931
42,train,tok_00933
42,train,tok_00935
42,train,tok_00938
42,train,tok_00939
42,train,tok_00940
42,train,tok_00941
42,train,tok_00944
42,train,tok_00945
42,train,tok_00946
42,train,tok_00948
42,train,tok_00949
42,train,tok_00950
42,train,tok_00951
42,train,tok_00952
42,train,tok_00954
42,train,tok_00955
42,train,tok_00956
42,train,tok_00958
42,train,tok_00959
42,train,tok_00960
42,train,tok_00961
42,train,tok_00962
42,train,tok_00963
42,train,tok_00964
42,train,tok_00966
42,train,tok_00968
42,train,tok_00969
42,train,tok_00970
42,train,tok_00973
42,train,tok_00974
42,train,tok_00975
42,train,tok_00977
42,train,tok_00978
42,train,tok_00979
42,train,tok_00980
42,train,tok_00981
42,train,tok_00984
42,train,tok_00985
42,train,tok_00986
42,train,tok_00987
42,train,tok_00988
42,train,tok_00989
42,train,tok_00990
42,train,tok_00992
42,train,tok_00995
42,train,tok_00996
42,train,tok_00997
42,train,tok_00998
42,train,tok_00999
42,train,tok_01000
42,train,tok_01001
42,train,tok_01002
42,train,tok_01003
42,train,tok_01004
42,train,tok_01006
42,train,tok_01008
42,train,tok_01010
42,train,tok_01011
42,train,tok_01012
42,train,tok_01014
42,train,tok_01015
42,train,tok_01017
42,train,tok_01018
42,train,tok_01019
42,train,tok_01020
42,train,tok_01021
42,train,tok_01023
42,train,tok_01025
42,train,tok_01026
42,train,tok_01027
42,train,tok_01028
42,train,tok_01029
42,train,tok_01031
42,train,tok_01032
42,train,tok_01033
42,train,tok_01034
42,train,tok_01035
42,train,tok_01036
42,train,tok_01037
42,train,tok_01038
42,train,tok_01039
42,train,tok_01041
42,train,tok_01043
42,train,tok_01048
42,train,tok_01049
42,train,tok_01052
42,train,tok_01053
42,train,tok_01054
42,train,tok_01055
42,train,tok_01056
42,train,tok_01057
42,train,tok_01061
42,train,tok_01062
42,train,tok_01063
42,train,tok_01064
42,train,tok_01065
42,train,tok_01066
42,train,tok_01067
42,train,tok_01068
42,train,tok_01070
42,train,tok_01072
42,train,tok_01075
42,train,tok_01076
42,train,tok_01077
42,train,tok_01079
42,train,tok_01083
42,train,tok_01084
42,train,tok_01087
42,train,tok_01088
42,train,tok_01089
42,train,tok_01090
42,train,tok_01091
42,train,tok_01092
42,train,tok_01093
42,train,tok_01095
42,train,tok_01098
42,train,tok_01100
42,train,tok_01101
42,train,tok_01102
42,train,tok_01103
42,train,tok_01105
42,train,tok_01106
42,train,tok_01107
42,train,tok_01108
42,train,tok_01109
42,train,tok_01111
42,train,tok_01114
42,train,tok_01115
42,train,tok_01116
42,train,tok_01117
42,train,tok_01118
42,train,tok_01121
42,train,tok_01122
42,train,tok_01125
42,train,tok_01126
42,train,tok_01127
42,train,tok_01130
42,train,tok_01131
42,train,tok_01132
42,train,tok_01136
42,train,tok_01138
42,train,tok_01139
42,train,tok_01140
42,train,tok_01141
42,train,tok_01142
42,train,tok_01143
42,train,tok_01144
42,train,tok_01145
42,train,tok_01148
42,train,tok_01149
42,train,tok_01151
42,train,tok_01153
42,train,tok_01156
42,train,tok_01157
42,train,tok_01158
42,train,tok_01159
42,train,tok_01160
42,train,tok_01161
42,train,tok_01162
42,train,tok_01163
42,train,tok_01165
42,train,tok_01167
42,train,tok_01168
42,train,tok_01169
42,train,tok_01170
42,train,tok_01172
42,train,tok_01174
42,train,tok_01177
42,train,tok_01178
42,train,tok_01179
42,train,tok_01180
42,train,tok_01181
42,train,tok_01185
42,train,tok_01186
42,train,tok_01189
42,train,tok_01191
42,train,tok_01193
42,train,tok_01194
42,train,tok_01196
42,train,tok_01197
42,train,tok_01199
42,train,tok_01200
42,train,tok_01202
42,train,tok_01203
42,train,tok_01204
42,train,tok_01205
42,train,tok_01206
42,train,tok_01207
42,train,tok_01208
42,train,tok_01209
42,train,tok_01211
42,train,tok_01212
42,train,tok_01213
42,train,tok_01214
42,train,tok_01215
42,train,tok_01216
42,train,tok_01217
42,train,tok_01218
42,train,tok_01219
42,train,tok_01221
42,train,tok_01223
42,train,tok_01224
42,train,tok_01225
42,train,tok_01226
42,train,tok_01227
42,train,tok_01228
42,train,tok_01230
42,train,tok_01231
42,train,tok_01232
42,train,tok_01234
42,train,tok_01236
42,train,tok_01238
42,train,tok_01239
42,train,tok_01240
42,train,tok_01242
42,train,tok_01243
42,train,tok_01245
42,train,tok_01247
42,train,tok_01248
42,train,tok_01251
42,train,tok_01252
42,train,tok_01253
42,train,tok_01254
42,train,tok_01256
42,train,tok_01258
42,train,tok_01259
42,train,tok_01262
42,train,tok_01263
42,train,tok_01266
42,train,tok_01267
42,train,tok_01269
42,train,tok_01270
42,train,tok_01271
42,train,tok_01272
42,train,tok_01273
42,train,tok_01275
42,train,tok_01277
42,train,tok_01278
42,train,tok_01279
42,train,tok_01284
42,train,tok_01285
42,train,tok_01287
42,train,tok_01288
42,train,tok_01289
42,train,tok_01290
42,train,tok_01294
42,train,tok_01295
42,train,tok_01296
42,train,tok_01297
42,train,tok_01299
42,train,tok_01300
42,train,tok_01301
42,train,tok_01303
42,train,tok_01304
42,train,tok_01305
42,train,tok_01308
42,train,tok_01311
42,train,tok_01312
42,train,tok_01314
42,train,tok_01315
42,train,tok_01317
42,train,tok_01318
42,train,tok_01321
42,train,tok_01322
42,train,tok_01323
42,train,tok_01324
42,train,tok_01326
42,train,tok_01327
42,train,tok_01328
42,train,tok_01329
42,train,tok_01330
42,train,tok_01332
42,train,tok_01333
42,train,tok_01334
42,train,tok_01335
42,train,tok_01337
42,train,tok_01338
42,train,tok_01340
42,train,tok_01341
42,train,tok_01345
42,train,tok_01347
42,train,tok_01348
42,train,tok_01349
42,train,tok_01350
42,train,tok_01351
42,train,tok_01354
42,train,tok_01355
42,train,tok_01357
42,train,tok_01358
42,train,tok_01359
42,train,tok_01360
42,train,tok_01361
42,train,tok_01363
42,train,tok_01364
42,train,tok_01365
42,train,tok_01366
42,train,tok_01367
42,train,tok_01371
42,train,tok_01373
42,train,tok_01374
42,train,tok_01375
42,train,tok_01377
42,train,tok_01379
42,train,tok_01381
42,train,tok_01382
42,train,tok_01383
42,train,tok_01384
42,train,tok_01385
42,train,tok_01386
42,train,tok_01388
42,train,tok_01390
42,train,tok_01391
42,train,tok_01394
42,train,tok_01395
42,train,tok_01397
42,train,tok_01398
42,train,tok_01399
42,train,tok_01400
42,train,tok_01402
42,train,tok_01403
42,train,tok_01405
42,train,tok_01408
42,train,tok_01409
42,train,tok_01411
42,train,tok_01413
42,train,tok_01415
42,train,tok_01416
42,train,tok_01418
42,train,tok_01419
42,train,tok_01429
42,train,tok_01433
42,train,tok_01434
42,train,tok_01435
42,train,tok_01438
42,train,tok_01439
42,train,tok_01440
42,train,tok_01445
42,train,tok_01446
42,train,tok_01447
42,train,tok_01449
42,train,tok_01450
42,train,tok_01452
42,train,tok_01453
42,train,tok_01456
42,train,tok_01457
42,train,tok_01459
42,train,tok_01461
42,train,tok_01463
42,train,tok_01465
42,train,tok_01466
42,train,tok_01467
42,train,tok_01468
42,train,tok_01469
42,train,tok_01470
42,train,tok_01472
42,train,tok_01474
42,train,tok_01475
42,train,tok_01477
42,train,tok_01479
42,train,tok_01480
42,train,tok_01481
42,train,tok_01483
42,train,tok_01484
42,train,tok_01485
42,train,tok_01486
42,train,tok_01487
42,train,tok_01489
42,train,tok_01490
42,train,tok_01491
42,train,tok_01492
42,train,tok_01494
42,train,tok_01496
42,train,tok_01498
42,train,tok_01499
42,train,tok_01500
42,train,tok_01501
42,train,tok_01502
42,train,tok_01504
42,train,tok_01505
42,train,tok_01506
42,train,tok_01509
42,train,tok_01510
42,train,tok_01511
42,train,tok_01512
42,train,tok_01514
42,train,tok_01516
42,train,tok_01518
42,train,tok_01519
42,train,tok_01521
42,train,tok_01522
42,train,tok_01524
42,train,tok_01527
42,train,tok_01528
42,train,tok_01530
42,train,tok_01535
42,train,tok_01536
42,train,tok_01537
42,train,tok_01538
42,train,tok_01539
42,train,tok_01540
42,train,tok_01541
42,train,tok_01544
42,train,tok_01545
42,train,tok_01546
42,train,tok_01547
42,train,tok_01548
42,train,tok_01549
42,train,tok_01550
42,train,tok_01551
42,train,tok_01553
42,train,tok_01554
42,train,tok_01555
42,train,tok_01556
42,train,tok_01557
42,train,tok_01558
42,train,tok_01562
42,train,tok_01563
42,train,tok_01564
42,train,tok_01565
42,train,tok_01566
42,train,tok_01567
42,train,tok_01569
42,train,tok_01571
42,train,tok_01572
42,train,tok_01573
42,train,tok_01574
42,train,tok_01576
42,train,tok_01577
42,train,tok_01578
42,train,tok_01580
42,train,tok_01581
42,train,tok_01583
42,train,tok_01584
42,train,tok_01586
42,train,tok_01588
42,train,tok_01589
42,train,tok_01590
42,train,tok_01592
42,train,tok_01593
42,train,tok_01595
42,train,tok_01596
42,train,tok_01600
42,train,tok_01601
42,train,tok_01602
42,train,tok_01604
42,train,tok_01605
42,train,tok_01606
42,train,tok_01608
42,train,tok_01609
42,train,tok_01610
42,train,tok_01611
42,train,tok_01612
42,train,tok_01616
42,train,tok_01618
42,train,tok_01619
42,train,tok_01620
42,train,tok_01623
42,train,tok_01625
42,train,tok_01626
42,train,tok_01627
42,train,tok_01630
42,train,tok_01631
42,train,tok_01633
42,train,tok_01634
42,train,tok_01635
42,train,tok_01636
42,train,tok_01637
42,train,tok_01638
42,train,tok_01639
42,train,tok_01640
42,train,tok_01641
42,train,tok_01643
42,train,tok_01645
42,train,tok_01646
42,train,tok_01647
42,train,tok_01648
42,train,tok_01651
42,train,tok_01653
42,train,tok_01656
42,train,tok_01659
42,train,tok_01660
42,train,tok_01661
42,train,tok_01662
42,train,tok_01663
42,train,tok_01664
42,train,tok_01665
42,train,tok_01666
42,train,tok_01668
42,train,tok_01669
42,train,tok_01670
42,train,tok_01671
42,train,tok_01672
42,train,tok_01675
42,train,tok_01676
42,train,tok_01677
42,train,tok_01678
42,train,tok_01679
42,train,tok_01680
42,train,tok_01681
42,train,tok_01682
42,train,tok_01683
42,train,tok_01686
42,train,tok_01687
42,train,tok_01688
42,train,tok_01689
42,train,tok_01691
42,train,tok_01692
42,train,tok_01693
42,train,tok_01694
42,train,tok_01695
42,train,tok_01696
42,train,tok_01698
42,train,tok_01700
42,train,tok_01701
42,train,tok_01702
42,train,tok_01704
42,train,tok_01706
42,train,tok_01709
42,train,tok_01710
42,train,tok_01712
42,train,tok_01713
42,train,tok_01714
42,train,tok_01715
42,train,tok_01716
42,train,tok_01717
42,train,tok_01723
42,train,tok_01727
42,train,tok_01729
42,train,tok_01730
42,train,tok_01731
42,train,tok_01732
42,train,tok_01733
42,train,tok_01734
42,train,tok_01735
42,train,tok_01737
42,train,tok_01738
42,train,tok_01739
42,train,tok_01740
42,train,tok_01741
42,train,tok_01743
42,train,tok_01744
42,train,tok_01745
42,train,tok_01746
42,train,tok_01747
42,train,tok_01749
42,train,tok_01750
42,train,tok_01751
42,train,tok_01752
42,train,tok_01756
42,train,tok_01758
42,train,tok_01759
42,train,tok_01762
42,train,tok_01763
42,train,tok_01764
42,train,tok_01766
42,train,tok_01767
42,train,tok_01770
42,train,tok_01771
42,train,tok_01772
42,train,tok_01775
42,train,tok_01777
42,train,tok_01778
42,train,tok_01779
42,train,tok_01780
42,train,tok_01781
42,train,tok_01782
42,train,tok_01783
42,train,tok_01784
42,train,tok_01786
42,train,tok_01790
42,train,tok_01791
42,train,tok_01792
42,train,tok_01793
42,train,tok_01794
42,train,tok_01795
42,train,tok_01796
42,train,tok_01797
42,train,tok_01798
42,train,tok_01801
42,train,tok_01802
42,train,tok_01804
42,train,tok_01805
42,train,tok_01806
42,train,tok_01807
42,train,tok_01808
42,train,tok_01809
42,train,tok_01810
42,train,tok_01811
42,train,tok_01813
42,train,tok_01815
42,train,tok_01816
42,train,tok_01818
42,train,tok_01819
42,train,tok_01821
42,train,tok_01824
42,train,tok_01827
42,train,tok_01828
42,train,tok_01829
42,train,tok_01830
42,train,tok_01831
42,train,tok_01832
42,train,tok_01833
42,train,tok_01835
42,train,tok_01837
42,train,tok_01839
42,train,tok_01840
42,train,tok_01841
42,train,tok_01844
42,train,tok_01845
42,train,tok_01850
42,train,tok_01852
42,train,tok_01853
42,train,tok_01854
42,train,tok_01855
42,train,tok_01857
42,train,tok_01860
42,train,tok_01862
42,train,tok_01864
42,train,tok_01865
42,train,tok_01867
42,train,tok_01868
42,train,tok_01870
42,train,tok_01871
42,train,tok_01872
42,train,tok_01873
42,train,tok_01874
42,train,tok_01875
42,train,tok_01876
42,train,tok_01877
42,train,tok_01878
42,train,tok_01880
42,train,tok_01881
42,train,tok_01882
42,train,tok_01883
42,train,tok_01884
42,train,tok_01885
42,train,tok_01887
42,train,tok_01889
42,train,tok_01890
42,train,tok_01894
42,train,tok_01895
42,train,tok_01897
42,train,tok_01900
42,train,tok_01901
42,train,tok_01902
42,train,tok_01903
42,train,tok_01908
42,train,tok_01910
42,train,tok_01913
42,train,tok_01915
42,train,tok_01916
42,train,tok_01918
42,train,tok_01919
42,train,tok_01920
42,train,tok_01921
42,train,tok_01922
42,train,tok_01923
42,train,tok_01925
42,train,tok_01926
42,train,tok_01927
42,train,tok_01928
42,train,tok_01930
42,train,tok_01931
42,train,tok_01932
42,train,tok_01933
42,train,tok_01935
42,train,tok_01936
42,train,tok_01937
42,train,tok_01938
42,train,tok_01940
42,train,tok_01941
42,train,tok_01942
42,train,tok_01944
42,train,tok_01945
42,train,tok_01946
42,train,tok_01947
42,train,tok_01948
42,train,tok_01950
42,train,tok_01951
42,train,tok_01952
42,train,tok_01953
42,train,tok_01955
42,train,tok_01957
42,train,tok_01959
42,train,tok_01960
42,train,tok_01961
42,train,tok_01963
42,train,tok_01965
42,train,tok_01966
42,train,tok_01967
42,train,tok_01969
42,train,tok_01970
42,train,tok_01971
42,train,tok_01972
42,train,tok_01974
42,train,tok_01977
42,train,tok_01978
42,train,tok_01979
42,train,tok_01980
42,train,tok_01981
42,train,tok_01982
42,train,tok_01983
42,train,tok_01986
42,train,tok_01987
42,train,tok_01989
42,train,tok_01990
42,train,tok_01992
42,train,tok_01994
42,train,tok_01995
42,train,tok_01996
42,train,tok_01997
42,train,tok_01998
42,train,tok_01999
42,train,tok_02001
42,train,tok_02002
42,train,tok_02004
42,train,tok_02005
42,train,tok_02007
42,train,tok_02008
42,train,tok_02010
42,train,tok_02011
42,train,tok_02012
42,train,tok_02014
42,train,tok_02015
42,train,tok_02016
42,train,tok_02017
42,train,tok_02020
42,train,tok_02021
42,train,tok_02022
42,train,tok_02023
42,train,tok_02025
42,train,tok_02028
42,train,tok_02030
42,train,tok_02031
42,train,tok_02032
42,train,tok_02033
42,train,tok_02034
42,train,tok_02035
42,train,tok_02036
42,train,tok_02037
42,train,tok_02038
42,train,tok_02039
42,train,tok_02041
42,train,tok_02043
42,train,tok_02044
42,train,tok_02045
42,train,tok_02046
42,train,tok_02047
42,train,tok_02049
42,train,tok_02050
42,train,tok_02054
42,train,tok_02056
42,train,tok_02057
42,train,tok_02058
42,train,tok_02060
42,train,tok_02061
42,train,tok_02062
42,train,tok_02063
42,train,tok_02066
42,train,tok_02067
42,train,tok_02069
42,train,tok_02070
42,train,tok_02071
42,train,tok_02073
42,train,tok_02075
42,train,tok_02076
42,train,tok_02077
42,train,tok_02078
42,train,tok_02079
42,train,tok_02083
42,train,tok_02084
42,train,tok_02085
42,train,tok_02087
42,train,tok_02088
42,train,tok_02089
42,train,tok_02091
42,train,tok_02092
42,train,tok_02097
42,train,tok_02100
42,train,tok_02101
42,train,tok_02102
42,train,tok_02104
42,train,tok_02105
42,train,tok_02106
